Date,Open,High,Low,Close,Volume,Symbol
2025-03-13 00:00:00-04:00,165.4662354123983,165.55593597038603,161.54982298434425,162.19757080078125,31756200,GOOGL
2025-03-14 00:00:00-04:00,162.70582188820455,165.91469633780176,161.88864811378173,164.91815185546875,31995900,GOOGL
2025-03-17 00:00:00-04:00,164.45973844695973,165.72535422603255,163.10443731189008,163.7222900390625,31184300,GOOGL
2025-03-18 00:00:00-04:00,163.11440067725707,163.68243835584954,156.17845929337233,160.11480712890625,42074800,GOOGL
2025-03-19 00:00:00-04:00,161.20102488744715,165.29682318848322,160.44365657902026,163.32366943359375,34275600,GOOGL
2025-03-20 00:00:00-04:00,161.01169658179438,164.3202162999389,160.40380384962694,162.23744201660156,28138500,GOOGL
2025-03-21 00:00:00-04:00,160.65296231959232,163.6724912535671,160.33406074736575,163.42335510253906,36625800,GOOGL
2025-03-24 00:00:00-04:00,166.492708348571,167.7383890591239,164.56936942432435,167.1005859375,30879100,GOOGL
2025-03-25 00:00:00-04:00,168.3960847024039,170.04039224469534,167.7383768915496,169.9706268310547,24174400,GOOGL
2025-03-26 00:00:00-04:00,168.41602720143118,169.0239199788623,164.27039826701778,164.48963928222656,28901600,GOOGL
2025-03-27 00:00:00-04:00,164.06113851285755,164.84840203770966,161.44022141043914,161.6793975830078,24508300,GOOGL
2025-03-28 00:00:00-04:00,159.9354404969839,161.26084657481337,153.0991442674789,153.79672241210938,48669300,GOOGL
2025-03-31 00:00:00-04:00,152.58092477046202,155.0025205393741,150.13939385440554,154.1056365966797,54603500,GOOGL
2025-04-01 00:00:00-04:00,153.08917642482464,157.55370717648853,153.08917642482464,156.5272674560547,30672900,GOOGL
2025-04-02 00:00:00-04:00,154.61386135810304,157.86260591341835,154.16541940835015,156.49732971191406,25041700,GOOGL
2025-04-03 00:00:00-04:00,150.58783997911712,152.25206746912303,149.87032672274708,150.19918823242188,46883400,GOOGL
2025-04-04 00:00:00-04:00,147.49855413182192,150.54799324363788,144.8776522919314,145.09689331054688,62259500,GOOGL
2025-04-07 00:00:00-04:00,141.06087632952463,152.3218321659185,140.04439668677543,146.24290466308594,76794100,GOOGL
2025-04-08 00:00:00-04:00,150.69745588802078,151.7139355045659,142.5357542501846,144.19998168945312,52200200,GOOGL
2025-04-09 00:00:00-04:00,143.9209605893895,158.99868434001036,143.41272834835817,158.16159057617188,70406200,GOOGL
2025-04-10 00:00:00-04:00,155.99906254121734,157.17499290712513,149.41190307502956,152.29193115234375,48022000,GOOGL
2025-04-11 00:00:00-04:00,152.37166086891528,157.12518279409443,152.29195068350106,156.59701538085938,33636200,GOOGL
2025-04-14 00:00:00-04:00,159.44711904636745,161.16117679260088,157.0155480479404,158.5203399658203,30333000,GOOGL
2025-04-15 00:00:00-04:00,158.58014524074957,159.09833747842598,154.6736922783896,155.76988220214844,27551500,GOOGL
2025-04-16 00:00:00-04:00,152.57096991980188,155.35132240030543,150.98645259897873,152.8001708984375,28187400,GOOGL
2025-04-17 00:00:00-04:00,153.75682305169659,154.1454747449612,147.98683788152775,150.6376495361328,33046600,GOOGL
2025-04-21 00:00:00-04:00,148.36555457655837,148.43530478654532,145.59516199807078,147.15972900390625,26049100,GOOGL
2025-04-22 00:00:00-04:00,148.37550764431742,151.66410748339032,148.02671099242252,150.94659423828125,26971800,GOOGL
2025-04-23 00:00:00-04:00,155.07229801307963,156.98566172409713,153.27851478210604,154.81320190429688,31128800,GOOGL
2025-04-24 00:00:00-04:00,155.61041000027018,159.03852534598082,155.2516533895316,158.72959899902344,45894000,GOOGL
2025-04-25 00:00:00-04:00,164.49961422965615,165.52605388757996,160.4835257508864,161.40036010742188,56034000,GOOGL
2025-04-28 00:00:00-04:00,161.86871096281394,162.58622419769722,158.05195902405725,160.0550079345703,29745800,GOOGL
2025-04-29 00:00:00-04:00,159.76603342291708,160.18458031932272,156.97570557414937,159.60658264160156,26809000,GOOGL
2025-04-30 00:00:00-04:00,157.43409270690867,158.7196436016194,154.86300612354924,158.2512664794922,34981100,GOOGL
2025-05-01 00:00:00-04:00,159.8955611021286,161.39037784388623,158.36088927125815,160.7426300048828,30203200,GOOGL
2025-05-02 00:00:00-04:00,162.84534306658284,164.39995007912242,161.3106559960053,163.46319580078125,25715000,GOOGL
2025-05-05 00:00:00-04:00,162.4367677423953,164.81850869798296,162.15773647441492,163.64259338378906,21341800,GOOGL
2025-05-06 00:00:00-04:00,161.6096198520829,164.23053675483612,160.63301049910467,162.66595458984375,21277200,GOOGL
2025-05-07 00:00:00-04:00,163.5130310359637,164.42985019413678,147.32914212449143,150.85691833496094,127490100,GOOGL
2025-05-08 00:00:00-04:00,154.46440047734652,155.39117958130052,152.37165090458322,153.74688720703125,57498700,GOOGL
2025-05-09 00:00:00-04:00,153.63724389242287,154.51420780507095,151.6740502645559,152.22215270996094,32435300,GOOGL
2025-05-12 00:00:00-04:00,156.94581087118723,158.5502482480448,155.7100901217978,157.91246032714844,44138800,GOOGL
2025-05-13 00:00:00-04:00,158.24131128306263,160.0151746711756,155.62040930962155,158.978759765625,42382100,GOOGL
2025-05-14 00:00:00-04:00,159.4072742222668,166.4229412214118,159.0584775444673,164.79856872558594,48755900,GOOGL
2025-05-15 00:00:00-04:00,165.26694125278715,165.6356730691148,161.80893051621783,163.39344787597656,33146700,GOOGL
2025-05-16 00:00:00-04:00,167.15039440077075,168.76480673115492,165.04768502743337,165.61572265625,42846900,GOOGL
2025-05-19 00:00:00-04:00,163.9415089419112,166.06415331734098,163.65251776508842,165.96449279785156,30426100,GOOGL
2025-05-20 00:00:00-04:00,165.8548915457752,167.91774593119885,162.337090725838,163.41336059570312,46607700,GOOGL
2025-05-21 00:00:00-04:00,163.12438701474937,172.54173038625467,162.99483135159699,167.97755432128906,73416000,GOOGL
2025-05-22 00:00:00-04:00,171.25618084668935,176.15917803179707,170.12012070875053,170.27955627441406,74864400,GOOGL
2025-05-23 00:00:00-04:00,168.47582079984258,169.37272002705043,167.30986548992928,167.8878631591797,35211400,GOOGL
2025-05-27 00:00:00-04:00,169.5720138436325,172.5716072803838,169.41256307598843,172.3025360107422,37995700,GOOGL
2025-05-28 00:00:00-04:00,172.56165823831284,174.66436785084326,171.31597754856884,171.76441955566406,34784000,GOOGL
2025-05-29 00:00:00-04:00,173.3987639368741,173.81731085268368,170.0404134323131,171.2661590576172,29317300,GOOGL
2025-05-30 00:00:00-04:00,170.75790891590938,171.61493780799663,166.86141620850907,171.1465606689453,52639900,GOOGL
2025-06-02 00:00:00-04:00,167.26003241267054,169.28301661805224,166.81159040962694,168.4459228515625,38612300,GOOGL
2025-06-03 00:00:00-04:00,166.91124474262,167.89781407143477,164.70887469424017,165.6057586669922,45084900,GOOGL
2025-06-04 00:00:00-04:00,166.1638436483944,167.63872532387313,165.78515185366567,167.4693145751953,26900800,GOOGL
2025-06-05 00:00:00-04:00,169.75139851627495,170.33935616350743,167.01090094696792,167.62876892089844,36379100,GOOGL
2025-06-06 00:00:00-04:00,170.23972142250292,173.89703839964744,170.23972142250292,173.07986450195312,35731800,GOOGL
2025-06-09 00:00:00-04:00,174.14743750903665,176.07310468622353,173.97782168090652,175.69395446777344,28935900,GOOGL
2025-06-10 00:00:00-04:00,175.80372221831115,180.70268325607967,174.5166301339373,178.19833374023438,61766100,GOOGL
2025-06-11 00:00:00-04:00,179.36569688795734,179.96433833777158,176.352484683136,176.95114135742188,31646800,GOOGL
2025-06-12 00:00:00-04:00,175.7837409838909,176.32253497944023,174.3569645474145,175.30482482910156,20941900,GOOGL
2025-06-13 00:00:00-04:00,172.05218023736916,176.73163473712606,172.00228964381978,174.27716064453125,27663100,GOOGL
2025-06-16 00:00:00-04:00,174.33701609632743,176.5420523549515,174.25719419482596,176.3724365234375,27389200,GOOGL
2025-06-17 00:00:00-04:00,175.30483777675101,176.96110799729416,174.1873615915514,175.5542755126953,24973000,GOOGL
2025-06-18 00:00:00-04:00,175.6141436330853,176.16290971424257,172.81046582918458,172.93020629882812,28707500,GOOGL
2025-06-20 00:00:00-04:00,173.55878574385125,173.94790803011588,165.08788938336605,166.26522827148438,75659900,GOOGL
2025-06-23 00:00:00-04:00,165.89603893694584,166.96362443515676,161.63563852290417,164.81846618652344,57671000,GOOGL
2025-06-24 00:00:00-04:00,166.5445998017471,167.84167918331357,165.75638318822968,166.3949432373047,40524300,GOOGL
2025-06-25 00:00:00-04:00,167.25299905707695,171.97235685648238,167.17317715297744,170.29612731933594,35479000,GOOGL
2025-06-26 00:00:00-04:00,172.0421997468365,173.29937576602373,169.5578094698184,173.1497039794922,31796700,GOOGL
2025-06-27 00:00:00-04:00,173.14969619543672,178.27813555923768,171.3437693802371,178.12847900390625,108140200,GOOGL
2025-06-30 00:00:00-04:00,180.37340297441276,180.82238782578247,174.18735055967244,175.83363342285156,63378900,GOOGL
2025-07-01 00:00:00-04:00,175.3447530851258,175.6939567742825,173.139716841545,175.44451904296875,35904500,GOOGL
2025-07-02 00:00:00-04:00,175.14518633422566,178.4577266308603,174.67625741761273,178.23822021484375,29128900,GOOGL
2025-07-03 00:00:00-04:00,178.09853847776557,179.265905222364,176.65180269468908,179.126220703125,21689700,GOOGL
2025-07-07 00:00:00-04:00,178.65727862884938,178.89674433224096,175.28487562232132,176.3923797607422,34175600,GOOGL
2025-07-08 00:00:00-04:00,177.4500058972594,177.54977185383785,172.42133277200756,173.9678497314453,40442500,GOOGL
2025-07-09 00:00:00-04:00,174.85584916951822,179.03642797074187,172.38143114455036,176.22276306152344,43025600,GOOGL
2025-07-10 00:00:00-04:00,175.2350053597822,178.02869585837095,173.98781666417247,177.22052001953125,29252400,GOOGL
2025-07-11 00:00:00-04:00,176.39239690386106,181.02196104807066,176.08309652221448,179.78475952148438,34282900,GOOGL
2025-07-14 00:00:00-04:00,180.60289104600895,183.2569121837853,179.27588047712075,181.1516571044922,32536600,GOOGL
2025-07-15 00:00:00-04:00,182.3988435351607,183.80567598843865,181.1915734457722,181.59066772460938,33448300,GOOGL
2025-07-16 00:00:00-04:00,182.82789923086935,183.91544417003013,181.62061381873355,182.55850219726562,33104200,GOOGL
2025-07-17 00:00:00-04:00,181.73035050857078,183.64603043273615,180.07408034072432,183.1671142578125,31992600,GOOGL
2025-07-18 00:00:00-04:00,184.9830305164638,186.00074080595235,183.2968441040249,184.643798828125,34014500,GOOGL
2025-07-21 00:00:00-04:00,185.83112267520195,189.86202999312056,185.73134148599024,189.67247009277344,45803100,GOOGL
2025-07-22 00:00:00-04:00,191.0693117786785,191.21896833519165,187.03840453704987,190.90966796875,44660200,GOOGL
2025-07-23 00:00:00-04:00,191.06931784155387,192.09700016081177,188.75452819755446,189.8021697998047,58681900,GOOGL
2025-07-24 00:00:00-04:00,196.5868474168703,197.5047763656739,190.57041105035847,191.73777770996094,74881700,GOOGL
2025-07-25 00:00:00-04:00,191.54821586623893,193.8929365997576,190.82983399147875,192.74551391601562,39785900,GOOGL
2025-07-28 00:00:00-04:00,193.21445136708732,193.61356085282932,190.41077383680673,192.14686584472656,38139500,GOOGL
2025-07-29 00:00:00-04:00,191.99721287217557,195.47936925683575,191.64800916549822,195.30975341796875,41389200,GOOGL
2025-07-30 00:00:00-04:00,195.1600963397073,197.155598285003,194.2521393007246,196.08799743652344,32445400,GOOGL
2025-07-31 00:00:00-04:00,195.26984291287636,195.54921195775628,190.66022322341527,191.46839904785156,51329200,GOOGL
2025-08-01 00:00:00-04:00,188.6048544387261,190.40080913246982,187.39758435603645,188.7046356201172,34832200,GOOGL
2025-08-04 00:00:00-04:00,189.86201672672937,194.830827292421,189.69240089649873,194.60133361816406,31547400,GOOGL
2025-08-05 00:00:00-04:00,194.27208103659058,197.41499022677854,193.45391800516853,194.23216247558594,31602300,GOOGL
2025-08-06 00:00:00-04:00,194.0625664055758,196.18778087351924,193.23443126184418,195.64898681640625,21562900,GOOGL
2025-08-07 00:00:00-04:00,196.6167969951023,197.09571318148866,193.8929412029117,196.07801818847656,26321800,GOOGL
2025-08-08 00:00:00-04:00,196.7764442791972,202.15432130991044,196.72655368662487,200.9669952392578,39161800,GOOGL
2025-08-11 00:00:00-04:00,200.48808049350347,201.02685931355308,198.62229106869012,200.54794311523438,25832400,GOOGL
2025-08-12 00:00:00-04:00,200.91710457512625,204.04006993048975,200.1388600495838,202.88267517089844,30397900,GOOGL
2025-08-13 00:00:00-04:00,203.6709007567403,204.06999503609887,197.06577929471834,201.5057830810547,28342900,GOOGL
2025-08-14 00:00:00-04:00,201.0468177297292,203.98020797768137,200.77742070862897,202.48358154296875,25230400,GOOGL
2025-08-15 00:00:00-04:00,203.39153088363753,205.97570210941166,200.82730371462006,203.44140625,34931400,GOOGL
2025-08-18 00:00:00-04:00,203.74073522255918,204.80833601681928,202.0345896716843,203.0423126220703,18526600,GOOGL
2025-08-19 00:00:00-04:00,202.57337657986534,202.98245812812408,199.51028904350812,201.11666870117188,24240200,GOOGL
2025-08-20 00:00:00-04:00,200.27853657760338,200.82730262485018,196.15783565803162,198.87171936035156,28955500,GOOGL
2025-08-21 00:00:00-04:00,199.30075073242188,202.02460654215824,198.9814631231269,199.30075073242188,19774600,GOOGL
2025-08-22 00:00:00-04:00,202.27405146693474,208.07098221204853,200.8472748764244,205.62649536132812,42827000,GOOGL
2025-08-25 00:00:00-04:00,205.96570803332725,210.046520726557,204.8183006045268,208.02108764648438,29928900,GOOGL
2025-08-26 00:00:00-04:00,207.04328099820484,207.38252787024734,205.23735432936843,206.6741180419922,28464100,GOOGL
2025-08-27 00:00:00-04:00,205.2373711930947,208.4401585010209,205.18748059977113,207.01336669921875,23022900,GOOGL
2025-08-28 00:00:00-04:00,206.7838755896793,211.74269881815906,206.43465668224866,211.16400146484375,32339300,GOOGL
2025-08-29 00:00:00-04:00,210.0365560843286,214.16724458693432,209.72725571237183,212.43116760253906,39728400,GOOGL
2025-09-02 00:00:00-04:00,207.9712205067108,211.20392399730977,205.73625278986853,210.8746795654297,47523000,GOOGL
2025-09-03 00:00:00-04:00,225.70126168023373,230.78978267421618,224.28444185471682,230.14125061035156,103336100,GOOGL
2025-09-04 00:00:00-04:00,229.13349303754427,231.84737676203946,225.60146147412655,231.7775421142578,51684200,GOOGL
2025-09-05 00:00:00-04:00,231.677775522156,235.22976659054154,231.37844718195538,234.4714813232422,46588900,GOOGL
2025-09-08 00:00:00-04:00,235.15054099905157,237.8069358559837,233.3529799966882,233.72247314453125,32474700,GOOGL
2025-09-09 00:00:00-04:00,233.85230194861487,240.14375784585562,232.91357479962468,239.30490112304688,38061000,GOOGL
2025-09-10 00:00:00-04:00,238.5758820575914,241.33214736167037,237.5273187664355,238.84552001953125,35141100,GOOGL
2025-09-11 00:00:00-04:00,239.55457404217233,241.9213539288796,235.92949376965038,240.0438995361328,30599300,GOOGL
2025-09-12 00:00:00-04:00,240.04388783032,241.75157459718335,237.67710805902945,240.4733123779297,26771600,GOOGL
2025-09-15 00:00:00-04:00,244.32807821701437,252.06756394348793,244.32807821701437,251.26864624023438,58383800,GOOGL
